NationalTOMsRef;Question_Name;Units;Proxy_Value;Target_Number;Target_LEV;Actual_Number_Delivered;Delivered_LEV;Project_name;Industry;Postcode;Contract_Value
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,66;;;0;£0,00;Project199;Construction;B33 ;£2.572.902,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;;;0;£0,00;Project199;Construction;B33 ;£2.572.902,00
NT1;Local people employed;no. people FTE;£28.460,00;0,6;£17.076,00;0,6;£17.076,00;Project498;Construction;MK42 ;£2.900.000,00
NT19;Local Supply Chain Spend (SMEs);£;£0,68;586579;£399.190,51;628195,7;£427.512,34;Project498;Construction;MK42 ;£2.900.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,68;392033,06;£266.794,20;392033,06;£266.794,20;Project498;Construction;MK42 ;£2.900.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,60;;;0;£0,00;Project126;Construction;CM1 ;£5.663.784,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,60;;;0;£0,00;Project126;Construction;CM1 ;£5.663.784,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,66;;;0;£0,00;Project199;Construction;B33 ;£6.338.446,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;;;0;£0,00;Project199;Construction;B33 ;£6.338.446,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,58;;;0;£0,00;Project500;Construction;LU5 ;£49.812.448,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,58;;;0;£0,00;Project500;Construction;LU5 ;£49.812.448,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,63;;;0;£0,00;Project502;Construction;WR14 ;£8.241.535,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,63;;;0;£0,00;Project502;Construction;WR14 ;£8.241.535,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,66;;;0;£0,00;Project503;Construction;B14 ;£6.007.776,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;;;0;£0,00;Project503;Construction;B14 ;£6.007.776,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,74;;;0;£0,00;Project504;Construction;NN4 ;£10.227.405,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,74;;;0;£0,00;Project504;Construction;NN4 ;£10.227.405,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,74;;;0;£0,00;Project505;Construction;NN3 ;£20.480.349,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,74;;;0;£0,00;Project505;Construction;NN3 ;£20.480.349,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,57;;;0;£0,00;Project129;Construction;N14 ;£16.556.671,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,57;;;0;£0,00;Project129;Construction;N14 ;£16.556.671,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,69;;;0;£0,00;Project153;Construction;IG7 ;£13.268.741,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,69;;;3797968;£2.607.448,94;Project153;Construction;IG7 ;£13.268.741,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,54;;;0;£0,00;Project161;Construction;LE67 ;£2.747.190,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;;;0;£0,00;Project161;Construction;LE67 ;£2.747.190,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,81;;;0;£0,00;Project169;Construction;PE2 ;£4.387.170,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,81;;;0;£0,00;Project169;Construction;PE2 ;£4.387.170,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,56;;;0;£0,00;Project162;Construction;DE7 ;£8.085.707,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,56;;;0;£0,00;Project162;Construction;DE7 ;£8.085.707,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,56;;;0;£0,00;Project170;Construction;DE5 ;£9.557.380,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,56;;;0;£0,00;Project170;Construction;DE5 ;£9.557.380,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,54;;;0;£0,00;Project171;Construction;NG21 ;£3.441.655,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,54;;;0;£0,00;Project171;Construction;NG21 ;£3.441.655,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,63;;;0;£0,00;Project172;Construction;LE5 ;£5.290.670,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,63;;;0;£0,00;Project172;Construction;LE5 ;£5.290.670,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,65;;;0;£0,00;Project173;Construction;LE6 ;£5.767.171,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,65;;;0;£0,00;Project173;Construction;LE6 ;£5.767.171,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£27.123,00;;;167;£4.529.541,00;Project506;Construction;BS2 ;£308.690.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,88;;;15164671;£13.369.100,44;Project506;Construction;BS2 ;£308.690.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,88;;;0;£0,00;Project506;Construction;BS2 ;£308.690.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,65;;;0;£0,00;Project507;Construction;LE10 ;£6.266.108,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,65;;;0;£0,00;Project507;Construction;LE10 ;£6.266.108,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,65;;;0;£0,00;Project174;Construction;LE67 ;£2.148.138,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,65;;;0;£0,00;Project174;Construction;LE67 ;£2.148.138,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,63;;;0;£0,00;Project175;Construction;LE4 ;£10.965.517,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,63;;;0;£0,00;Project175;Construction;LE4 ;£10.965.517,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,65;;;0;£0,00;Project178;Construction;LE10 ;£4.353.072,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,65;;;0;£0,00;Project178;Construction;LE10 ;£4.353.072,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,82;;;0;£0,00;Project348;Construction;CB6 ;£11.665.569,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,82;;;0;£0,00;Project348;Construction;CB6 ;£11.665.569,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,65;;;0;£0,00;Project163;Construction;LE19 ;£6.212.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,65;;;0;£0,00;Project163;Construction;LE19 ;£6.212.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,57;;;0;£0,00;Project180;Construction;TF11 ;£6.812.284,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,57;;;4000153,77;£2.269.710,11;Project180;Construction;TF11 ;£6.812.284,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,50;;;518053;£256.674,66;Project206;Construction;WN2 ;£11.066.238,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,50;;;5199436,79;£2.576.114,14;Project206;Construction;WN2 ;£11.066.238,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,52;;;971509;£505.535,55;Project202;Construction;WV2 ;£8.330.641,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,52;;;6105888,04;£3.177.266,95;Project202;Construction;WV2 ;£8.330.641,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,64;;;0;£0,00;Project509;Construction;OL16 ;£6.968.344,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,64;;;0;£0,00;Project509;Construction;OL16 ;£6.968.344,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,89;;;0;£0,00;Project190;Construction;RH12 ;£1.361.088,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,89;;;0;£0,00;Project190;Construction;RH12 ;£1.361.088,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,64;;;10251;£6.530,68;Project509;Construction;OL16 ;£9.764.139,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,64;;;3688785,6;£2.350.041,00;Project509;Construction;OL16 ;£9.764.139,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,48;;;0;£0,00;Project211;Construction;IG7 ;£46.930,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,48;;;0;£0,00;Project211;Construction;IG7 ;£46.930,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,52;;;1644467,14;£855.716,82;Project198;Construction;OL11 ;£33.532.121,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,52;;;24669657,23;£12.837.131,33;Project198;Construction;OL11 ;£33.532.121,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,82;;;0;£0,00;Project191;Construction;CB2 ;£551.432,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,82;;;0;£0,00;Project191;Construction;CB2 ;£551.432,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,94;;;0;£0,00;Project189;Construction;OX26 ;£2.015.799,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,94;;;0;£0,00;Project189;Construction;OX26 ;£2.015.799,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,48;;;0;£0,00;Project127;Construction;CM1 ;£19.869.099,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,48;;;0;£0,00;Project127;Construction;CM1 ;£19.869.099,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,87;;;59440;£51.717,72;Project511;Construction;CV10 ;£24.684.874,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,87;;;3885789,78;£3.380.958,61;Project511;Construction;CV10 ;£24.684.874,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,66;;;0;£0,00;Project192;Construction;IP32 ;£1.693.527,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;;;0;£0,00;Project192;Construction;IP32 ;£1.693.527,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£30.219,00;;;111,53;£3.370.325,07;Project512;Construction;KT22 ;£38.300.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,87;;;0;£0,00;Project512;Construction;KT22 ;£38.300.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,87;;;0;£0,00;Project512;Construction;KT22 ;£38.300.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,55;;;0;£0,00;Project208;Construction;SS6 ;£5.252.833,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;0;£0,00;Project208;Construction;SS6 ;£5.252.833,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,69;;;0;£0,00;Project128;Construction;N1 ;£1.011.273,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,69;;;0;£0,00;Project128;Construction;N1 ;£1.011.273,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,72;;;0;£0,00;Project122;Construction;CM1 ;£14.649.839,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,72;;;0;£0,00;Project122;Construction;CM1 ;£14.649.839,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;9;£241.371,00;3,5;£93.866,50;Project514;Construction;B37 ;£920.284,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,96;499000;£479.040,00;490431,69;£470.814,42;Project514;Construction;B37 ;£920.284,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project514;Construction;B37 ;£920.284,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,63;;;6802,33;£4.312,73;Project132;Construction;WA9 ;£60.098.868,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,63;;;2289;£1.451,24;Project132;Construction;WA9 ;£60.098.868,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£30.219,00;;;0;£0,00;Project512;Construction;KT22 ;£19.100.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,87;;;0;£0,00;Project512;Construction;KT22 ;£19.100.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,87;;;0;£0,00;Project512;Construction;KT22 ;£19.100.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;8;£214.552,00;16;£429.104,00;Project521;Construction;CV1 ;£1.956.479,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;0;£0,00;Project521;Construction;CV1 ;£1.956.479,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;0;£0,00;Project521;Construction;CV1 ;£1.956.479,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,55;;;0;£0,00;Project328;Construction;CO4 ;£60.398,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,55;;;0;£0,00;Project328;Construction;CO4 ;£60.398,00
NT1;Local people employed;no. people FTE;£26.258,00;;;0;£0,00;Project522;Construction;DN3 ;£5.250.000,00
NT19;Local Supply Chain Spend (SMEs);£;£0,49;;;0;£0,00;Project522;Construction;DN3 ;£5.250.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,49;;;0;£0,00;Project522;Construction;DN3 ;£5.250.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;2,5;£67.047,50;0;£0,00;Project524;Construction;B91 ;£93.634,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,96;0;£0,00;0;£0,00;Project524;Construction;B91 ;£93.634,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;0;£0,00;0;£0,00;Project524;Construction;B91 ;£93.634,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,83;;;0;£0,00;Project526;Construction;M7 ;£36.500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,83;;;0;£0,00;Project526;Construction;M7 ;£36.500.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,63;;;407,25;£258,20;Project155;Construction;WA7 ;£20.933.699,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,63;;;0;£0,00;Project155;Construction;WA7 ;£20.933.699,00
NT1;No. of local people (FTE) employed on contract (resident of Waltham Forest);no. people FTE;£37.209,00;120;£4.465.080,00;0;£0,00;Project527;Construction;E17 ;£13.411.114,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,57;;;0;£0,00;Project527;Construction;E17 ;£13.411.114,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,57;;;0;£0,00;Project527;Construction;E17 ;£13.411.114,00
NT1;Local people employed;no. people FTE;£30.219,00;;;107;£3.233.433,00;Project528;Construction;RG40 ;£124.000.000,00
NT19;Local Supply Chain Spend (SMEs);£;£1,14;;;6221532,4;£7.087.678,06;Project528;Construction;RG40 ;£124.000.000,00
NT18;Local Supply Chain Spend (Large organisations);£;£1,14;;;730888,42;£832.640,82;Project528;Construction;RG40 ;£124.000.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;18;£482.742,00;0;£0,00;Project531;Construction;B92 ;£3.401.700,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,96;2400000;£2.304.000,00;0;£0,00;Project531;Construction;B92 ;£3.401.700,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project531;Construction;B92 ;£3.401.700,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;4;£107.276,00;0;£0,00;Project532;Construction;CV1 ;£25.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;0;£0,00;Project532;Construction;CV1 ;£25.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;0;£0,00;Project532;Construction;CV1 ;£25.000.000,00
NT1;Local people employed;no. people FTE;£27.123,00;1;£27.123,00;1;£27.123,00;Project535;Construction;PL1 ;£1.661.087,00
NT19;Local Supply Chain Spend (SMEs);£;£0,57;0;£0,00;832262;£474.525,01;Project535;Construction;PL1 ;£1.661.087,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,57;249163,53;£142.063,83;15400;£8.780,51;Project535;Construction;PL1 ;£1.661.087,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;;;208;£5.578.352,00;Project537;Construction;CV1 ;£48.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;0;£0,00;Project537;Construction;CV1 ;£48.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;0;£0,00;Project537;Construction;CV1 ;£48.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£28.354,00;0;£0,00;1;£28.354,00;Project538;Construction;IV41 ;£25.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract (Territory);£;£0,58;;;0;£0,00;Project538;Construction;IV41 ;£25.000.000,00
NT19;Total amount spent with Scottish MSMEs (excl. Territory MSMEs);£;£0,58;;;0;£0,00;Project538;Construction;IV41 ;£25.000.000,00
NT19;Total amount spent with Territory MSMEs;£;£0,58;;;0;£0,00;Project538;Construction;IV41 ;£25.000.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;1,3;£34.864,70;0;£0,00;Project542;Construction;B90 ;£240.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,96;10000;£9.600,00;0;£0,00;Project542;Construction;B90 ;£240.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project542;Construction;B90 ;£240.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,63;;;22034,41;£13.969,97;Project135;Construction;M28 ;£58.639.818,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,63;;;0;£0,00;Project135;Construction;M28 ;£58.639.818,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£27.123,00;0,3;£8.136,90;1,3;£35.259,90;Project480;Construction;BA2 ;£10.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,79;;;0;£0,00;Project480;Construction;BA2 ;£10.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,79;;;0;£0,00;Project480;Construction;BA2 ;£10.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£30.219,00;;;4,82;£145.655,58;Project486;Construction;CT1 ;£22.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,50;;;3866855,52;£1.940.165,03;Project486;Construction;CT1 ;£22.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,50;;;0;£0,00;Project486;Construction;CT1 ;£22.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;0;£0,00;Project479;Construction;NW3 ;£20.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£8,80;10;£87,96;0;£0,00;Project479;Construction;NW3 ;£20.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£8,80;;;0;£0,00;Project479;Construction;NW3 ;£20.000.000,00
NT1;Local people employed;no. people FTE;£27.123,00;11;£298.353,00;9;£244.107,00;Project545;Construction;PL6 ;£37.321.929,00
NT19;Local Supply Chain Spend (SMEs);£;£0,57;0;£0,00;4575121;£2.608.564,76;Project545;Construction;PL6 ;£37.321.929,00
NT18;Local Supply Chain Spend (Large organisations);£;£0,57;5598289,4;£3.191.937,53;2337543;£1.332.780,55;Project545;Construction;PL6 ;£37.321.929,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;1,01;£37.581,09;Project484;Construction;W1A ;£33.333.333,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£1,32;;;6028619,9;£7.933.473,99;Project484;Construction;W1A ;£33.333.333,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£1,32;;;0;£0,00;Project484;Construction;W1A ;£33.333.333,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£37.209,00;;;21,43;£797.388,87;Project487;Construction;E1 ;£37.044.810,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£2,57;1852240,5;£4.758.936,99;912515,95;£2.344.515,15;Project487;Construction;E1 ;£37.044.810,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£2,57;;;0;£0,00;Project487;Construction;E1 ;£37.044.810,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,66;;;27964,5;£18.500,76;Project547;Construction;CH5 ;£49.788.501,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;;;0;£0,00;Project547;Construction;CH5 ;£49.788.501,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£28.354,00;;;2;£56.708,00;Project550;Construction;EH48 ;£3.200.000,00
NT18;Total amount (£) spent in LOCAL supply chain through contract;£;£0,96;;;733545,55;£702.003,09;Project550;Construction;EH48 ;£3.200.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,96;;;0;£0,00;Project550;Construction;EH48 ;£3.200.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;4;£107.276,00;31;£831.389,00;Project555;Construction;CV1 ;£10.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;0;£0,00;Project555;Construction;CV1 ;£10.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;0;£0,00;Project555;Construction;CV1 ;£10.000.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;3;£80.457,00;4;£107.276,00;Project556;Construction;CV4 ;£23.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;4847444;£3.256.991,06;Project556;Construction;CV4 ;£23.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;4828002;£3.243.928,01;Project556;Construction;CV4 ;£23.000.000,00
NT1;No. local people (FTE) employed on contract;no. people FTE;£26.819,00;4;£107.276,00;4;£107.276,00;Project558;Construction;CV4 ;£35.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£ spent;£0,67;;;16387480;£11.010.725,63;Project558;Construction;CV4 ;£35.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£ spent;£0,67;;;16106620;£10.822.016,18;Project558;Construction;CV4 ;£35.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,79;;;3089,51;£2.450,22;Project559;Construction;CH65 ;£8.117.630,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,79;;;0;£0,00;Project559;Construction;CH65 ;£8.117.630,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£30.219,00;;;28,4;£858.219,60;Project488;Construction;BN2 ;£32.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,73;;;0;£0,00;Project488;Construction;BN2 ;£32.000.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,73;;;0;£0,00;Project488;Construction;BN2 ;£32.000.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£32.120,00;;;9;£289.080,00;Project512;Construction;KT22 ;£500.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,93;;;0;£0,00;Project512;Construction;KT22 ;£500.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,93;;;0;£0,00;Project512;Construction;KT22 ;£500.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;6;£233.952,00;0;£0,00;Project567;Construction;SW3 ;£71.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£2,25;10000;£22.480,00;0;£0,00;Project567;Construction;SW3 ;£71.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£2,25;0;£0,00;0;£0,00;Project567;Construction;SW3 ;£71.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain;£;£0,60;;;516253,52;£308.686,01;Project569;Construction;WF1 ;£1.817.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,60;;;1887708,94;£1.128.727,12;Project569;Construction;WF1 ;£1.817.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.024,00;50;£1.301.200,00;75;£1.951.800,00;Project482;Construction;CF24 ;£8.200.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,70;2460000;£1.719.021,86;49473256;£34.571.385,58;Project482;Construction;CF24 ;£8.200.000,00
NT19;Total amount (£) spent through contract with LOCAL SMEs;£;£0,70;;;0;£0,00;Project482;Construction;CF24 ;£8.200.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£27.187,00;0;£0,00;0;£0,00;Project572;Construction;NE8 ;£13.433.744,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,71;0;£0,00;0;£0,00;Project572;Construction;NE8 ;£13.433.744,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,71;;;0;£0,00;Project572;Construction;NE8 ;£13.433.744,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.819,00;23;£616.837,00;0;£0,00;Project573;Construction;B19 ;£36.076.767,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract.;£;£0,66;7867177;£5.208.071,17;0;£0,00;Project573;Construction;B19 ;£36.076.767,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,66;549502;£363.770,32;0;£0,00;Project573;Construction;B19 ;£36.076.767,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.353,00;;;0;£0,00;Project581;Construction;EN2 ;£2.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,75;;;0;£0,00;Project581;Construction;EN2 ;£2.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,75;;;0;£0,00;Project581;Construction;EN2 ;£2.000.000,00
NT18;Local spend;£;£0,95;6000000;£5.670.000,00;0;£0,00;Project582;Construction;DD1 ;£10.800.000,00
NT19;SME Spend;£;£0,95;4000000;£3.780.000,00;0;£0,00;Project582;Construction;DD1 ;£10.800.000,00
NT19;Micro Business Spend;£;£0,95;100000;£94.500,00;0;£0,00;Project582;Construction;DD1 ;£10.800.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£30.353,00;2;£60.706,00;1;£30.353,00;Project583;Construction;EC4M ;£1.450.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£0,75;50000;£330.277,93;0;£0,00;Project583;Construction;EC4M ;£1.450.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£0,75;15000;£99.083,38;0;£0,00;Project583;Construction;EC4M ;£1.450.000,00
NT1;No. of local direct employees (FTE) hired or retained;no. people FTE;£38.992,00;;;0;£0,00;Project584;Construction;TW14 ;£17.000.000,00
NT18;Total amount (£) spent in LOCAL supply chain through the contract;£;£1,26;;;0;£0,00;Project584;Construction;TW14 ;£17.000.000,00
NT19;Total amount (£) spent through contract with LOCAL MSMEs;£;£1,26;;;0;£0,00;Project584;Construction;TW14 ;£17.000.000,00
NT1;No. of local people (FTE) employed on contract;no. people FTE;£26.258,00;10;£262.580,00;0;£0,00;Project589;Construction;BD22 ;£1.929.115,00
